base_pos_m,x0_m,input_force_N
0.0038765638031693075,0.0030029261886420945,0.9355388407321333
0.0038882402001668057,0.0030094098789500683,0.940009012124724
0.0038999165971643035,0.0030158749434371513,0.9444821276045089
0.003911592994161802,0.003022321356662664,0.9489580669545595
0.0039232693911592995,0.003028749092976402,0.9534367093733667
0.003934945788156797,0.003035158126514502,0.9579179334740832
0.003946622185154295,0.0030415484311952486,0.9624016172836921
0.003958298582151793,0.003047919980714906,0.9668876382421433
0.0039699749791492905,0.003054272748543465,0.9713758732013961
0.003981651376146789,0.003060606707920423,0.9758661984244364
0.003993327773144287,0.0030669218318504802,0.9803584895842046
0.004005004170141785,0.003073218093099254,0.984852621762485
0.0040166805671392825,0.0030794954641889436,0.9893484694487276
0.00402835696413678,0.0030857539173939534,0.9938459065387948
0.004040033361134278,0.003091993424736556,0.9983448063337026
0.004051709758131777,0.003098213957983692,1.0028450415391394
0.0040633861551292744,0.0031044154886408644,1.0073464842628552
0.004075062552126772,0.0031105979879474973,1.0118490060130574
0.00408673894912427,0.0031167614268729333,1.0163524776972266
0.004098415346121768,0.0031229057761118875,1.0208567696205095
0.0041100917431192655,0.0031290310060798545,1.0253617514840312
0.004121768140116764,0.0031351370869084727,1.0298672923831436
0.004133444537114262,0.0031412239884408663,1.0343732608056135
0.00414512093411176,0.0031472916802269464,1.0388795246297478
0.0041567973311092575,0.003153340131518685,1.0433859511224548
0.004168473728106755,0.0031593693112653243,1.0478924069372237
0.004180150125104253,0.003165379188108568,1.0523987581120535
0.004191826522101752,0.003171369730377739,1.056904870067313
0.004203502919099249,0.003177340906084891,1.0614106076035394
0.004215179316096747,0.0031832926829198525,1.065915834899137
0.004226855713094245,0.003189225028247188,1.0704204155095105
0.004238532110091743,0.003195137909101651,1.0749242123650282
0.0042502085070892405,0.003201031292176344,1.079427087763379
0.004261884904086739,0.0032069051438216867,1.0839289033700965
0.004273561301084237,0.003212759430040452,1.0884295202160765
0.004285237698081735,0.003218594116482554,1.0929287986948657
0.0042969140950792324,0.0032244091684397935,1.0974265985598934
0.00430859049207673,0.003230204550840562,1.1019227789216237
0.004320266889074228,0.0032359802282444857,1.1064171982446416
0.004331943286071727,0.0032417361648383876,1.1109097143457194
0.004343619683069224,0.0032474723244318017,1.1154001843915315
0.004355296080066722,0.0032531886704444267,1.1198884648900038
0.00436697247706422,0.0032588851659047548,1.1243744116903458
0.004378648874061718,0.0032645617734447787,1.128857879980013
