t_s,x0_m,x1_m,v0_m_per_s,v1_m_per_s
0.01475,0.004944982485184701,0.0033716369886405777,0.8057247645837278,0.5213525603083526
0.014752,0.004946594877380183,0.0033726804896663082,0.8066673804887866,0.5221480363473935
0.014754,0.004948209154538528,0.003373725579353566,0.807609727390243,0.5229412205457473
0.014756,0.00494982531612142,0.0033747722531117927,0.8085518049767128,0.5237321060271867
0.014757999999999999,0.004951443361589913,0.003375820506336688,0.8094936129289017,0.5245206859297651
0.014759999999999999,0.00495306329040441,0.003376870334410245,0.810435150919597,0.5253069534058831
0.014761999999999999,0.004954685102024655,0.003377921732700774,0.8113764186136593,0.5260909016223563
0.014764,0.004956308795909713,0.003378974696562935,0.8123174156680155,0.5268725237604829
0.014766,0.004957934371517957,0.0033800292213377638,0.8132581417316505,0.5276518130161101
0.014768,0.004959561828307046,0.003381085302352704,0.8141985964456231,0.5284287625996776
0.01477,0.0049611911657339155,0.003382142934921633,0.8151387794431899,0.5292033657361571
0.014771999999999999,0.004962822383254761,0.003383202114344894,0.8160786903497071,0.5299756156652087
0.014773999999999999,0.004964455480325018,0.0033842628359093234,0.8170183287825601,0.5307455056413102
0.014776,0.004966090456399351,0.0033853250948882815,0.8179576943511563,0.5315130289338246
0.014778,0.004967727310931633,0.0033863888865416835,0.8188967866569187,0.532278178827067
0.01478,0.004969366043374934,0.0033874542061160273,0.8198356052932787,0.533040948620372
0.014782,0.004971006653181504,0.003388521048844424,0.8207741498456714,0.5338013316281597
0.014783999999999999,0.004972649139802752,0.0033895894099466293,0.8217124198915282,0.5345593211800036
0.014785999999999999,0.004974293502689236,0.0033906592846290736,0.8226504150002847,0.5353149106206841
0.014787999999999999,0.004975939741290645,0.003391730668084892,0.8235881347335035,0.5360680933101285
0.01479,0.004977587855055782,0.0033928035554939536,0.8245255786448197,0.5368188626235267
0.014792,0.004979237843432552,0.0033938779420228946,0.8254627462798442,0.5375672119514875
0.014794,0.004980889705867941,0.003394953822825147,0.8263996371761574,0.5383131347001058
0.014796,0.0049825434418080015,0.0033960311930409715,0.827336250863305,0.5390566242910303
0.014797999999999999,0.00498419905069784,0.0033971100477974856,0.8282725868627928,0.5397976741615291
0.014799999999999999,0.0049858565319815945,0.0033981903822086997,0.8292086446880821,0.5405362777645569
0.014802,0.004987515885102424,0.003399272191375544,0.8301444238445858,0.5412724285688219
0.014804,0.00498917710950249,0.0034003554703859024,0.8310799238296721,0.5420061200588425
0.014806,0.004990840204622942,0.003401440214314645,0.8320151441327831,0.5427373457348956
0.014808,0.004992505169903897,0.0034025264182236557,0.8329500842354128,0.5434660991130982
0.014809999999999999,0.004994172004784429,0.0034036140771618686,0.8338847436109964,0.5441923737255817
0.014811999999999999,0.004995840708702551,0.0034047031861652965,0.834819121724902,0.5449161631205615
0.014813999999999999,0.0049975112810952006,0.003405793740257067,0.8357532180344284,0.5456374608624036
0.014816,0.004999183721398218,0.0034068857344474505,0.8366870319888007,0.5463562605316902
0.014818,0.005000858029046335,0.003407979163733896,0.8376205630291698,0.5470725557252863
0.01482,0.00500253420347316,0.003409074023101062,0.8385538105886082,0.5477863400564053
0.014822,0.005004212244111155,0.003410170307520851,0.8394867740921144,0.5484976071546683
0.014823999999999999,0.005005892150391628,0.003411268011952439,0.8404194529567298,0.5492063506660542
0.014825999999999999,0.005007573921744712,0.0034123671313423115,0.8413518465915367,0.5499125642529643
0.014828,0.005009257557599351,0.003413467660624297,0.8422839543975373,0.5506162415944065
0.01483,0.005010943057383281,0.0034145695947195953,0.8432157757676472,0.5513173763860648
0.014832,0.005012630420523015,0.0034156729285368176,0.8441473100866939,0.552015962340367
0.014834,0.005014319646443831,0.003416777656972014,0.8450785567314152,0.5527119931865488
0.014835999999999998,0.00501601073456975,0.003417883774908712,0.8460095150704595,0.5534054626707193
0.014837999999999999,0.005017703684323522,0.0034189912772179466,0.8469401844643842,0.5540963645559267
0.014839999999999999,0.005019398495126613,0.003420100158758298,0.8478705642656623,0.5547846926222176
0.014842,0.005021095166399181,0.003421210414375921,0.8488006538188052,0.5554704406665804
0.014844,0.005022793697560068,0.0034223220389045838,0.8497304524603594,0.5561536025030135
0.014846,0.005024494088026782,0.0034234350271656975,0.8506599595187863,0.5568341719627092
0.014848,0.005026196337215478,0.0034245493739683544,0.851589174314457,0.5575121428941245
0.014849999999999999,0.005027900444540944,0.0034256650741093593,0.852518096159653,0.5581875091630467
0.014851999999999999,0.005029606409416586,0.003426782122373269,0.8534467243585663,0.5588602646526574
0.014854,0.00503131423125441,0.003427900513532421,0.8543750582073006,0.5595304032635979
0.014856,0.005033023909465003,0.0034290202423469724,0.8553030969938741,0.5601979189140337
0.014858,0.005034735443457522,0.0034301413035649356,0.8562308399982285,0.5608628055397094
0.01486,0.005036448832639677,0.0034312636919222113,0.8571582864923674,0.5615250570938797
0.014861999999999998,0.005038164076417712,0.0034323874021426233,0.8580854357403296,0.5621846675474025
0.014863999999999999,0.005039881174196394,0.003433512428937955,0.8590122869980784,0.5628416308889135
0.014865999999999999,0.0050416001253789896,0.003434638767007987,0.8599388395135006,0.563495941124895
0.014868,0.005043320929367258,0.0034357664110405283,0.8608650925264076,0.5641475922797405
0.01487,0.0050450435855614265,0.003436895355711456,0.8617910452685393,0.5647965783958183
0.014872,0.005046768093360178,0.00343802559568475,0.8627166969635668,0.5654428935335356
0.014874,0.005048494452160637,0.0034391571256125277,0.863642046827095,0.5660865317714032
0.014875999999999999,0.0050502226613583475,0.0034402899401350835,0.8645670940666862,0.5667274872060792
0.014877999999999999,0.005051952720347264,0.0034414240338809217,0.8654918378820127,0.5673657539522863
0.014879999999999999,0.0050536846285197294,0.003442559401466795,0.866416277464786,0.568001326142949
0.014882,0.005055418385266466,0.00344369603749774,0.8673404119986686,0.5686341979293486
0.014884,0.005057153989976553,0.0034448339365671155,0.8682642406592762,0.5692643634811876
0.014886,0.005058891442037412,0.003445973093256636,0.8691877626141824,0.5698918169866536
0.014888,0.005060630740834794,0.0034471135021364127,0.8701109770229236,0.5705165526524835
0.014889999999999999,0.005062371885752758,0.003448255157764987,0.8710338830370038,0.5711385647040251
0.014891999999999999,0.00506411487617366,0.003449398054689372,0.8719564797998992,0.5717578473853014
0.014894,0.005065859711478136,0.003450542187445086,0.8728787664471066,0.5723743949590319
0.014896,0.005067606391045081,0.0034516875505561915,0.8738007421062974,0.5729882017065485
0.014898,0.005069354914251643,0.003452834138535333,0.8747224058971912,0.5735992619279893
0.0149,0.005071105280473197,0.0034539819458837737,0.8756437569315032,0.5742075699424193
0.014901999999999999,0.0050728574890833355,0.003455130967091434,0.8765647943129499,0.5748131200878921
0.014903999999999999,0.00507461153945385,0.00345628119663693,0.8774855171372561,0.5754159067215137
0.014905999999999999,0.005076367430954716,0.0034574326289876106,0.8784059244921613,0.5760159242195039
0.014908,0.005078125162954076,0.0034585852585995954,0.8793260154574266,0.5766131669772601
0.01491,0.0050798847348182226,0.0034597390799178153,0.8802457891048432,0.577207629409417
0.014912,0.005081646145911586,0.00346089408737605,0.881165244498331,0.5777993059498189
0.014914,0.0050834093955967165,0.0034620502753969647,0.8820843806940374,0.5783881910514928
0.014915999999999999,0.005085174483234268,0.003463207638392151,0.8830031967401843,0.5789742791868675
0.014917999999999999,0.005086941408182984,0.003464366170762165,0.8839216916770538,0.5795575648478593
0.01492,0.005088710169799679,0.0034655258668965646,0.8848398645369953,0.5801380425459323
0.014922,0.005090480767439225,0.0034666867211739522,0.885757714344434,0.5807157068121617
0.014924,0.005092253200454535,0.003467848727962012,0.8866752401158804,0.5812905521972942
0.014926,0.005094027468196547,0.003469011881617547,0.8875924408599388,0.58186257327181
0.014927999999999999,0.005095803570014208,0.003470176176486523,0.8885093155773293,0.582431764625971
0.014929999999999999,0.005097581505254459,0.003471341606904106,0.8894258632610526,0.5829981208697284
0.014931999999999999,0.005099361273262222,0.0034725081671947012,0.8903420828963563,0.5835616366328262
0.014934,0.005101142873380376,0.0034736758516719928,0.8912579734606241,0.5841223065649841
0.014936,0.005102926304949751,0.003474844654638985,0.8921735339233812,0.5846801253359585
0.014938,0.005104711567309107,0.0034760145703880414,0.8930887632463044,0.5852350876356054
0.01494,0.00510649865979512,0.0034771855932009257,0.8940036603832332,0.5857871881739406
0.014941999999999999,0.005108287581742366,0.0034783577173488423,0.8949182242801805,0.5863364216811995
0.014943999999999999,0.005110078332483303,0.003479530937092475,0.8958324538753433,0.5868827829078977
0.014946,0.00511187091134826,0.00348070524668203,0.8967463480991819,0.5874262666248257
0.014948,0.005113665317665419,0.0034818806403572747,0.8976599058745715,0.5879668676229677
0.01495,0.0051154615507608,0.0034830571123475795,0.8985731261166505,0.5885045807137254
0.014952,0.005117259609958244,0.003484234656871957,0.8994860077327869,0.5890394007290212
0.014953999999999999,0.005119059494579402,0.003485413268139106,0.9003985496225916,0.5895713225213569
0.014955999999999999,0.0051208612039437135,0.003486592940347449,0.9013107506779302,0.5901003409638742
0.014957999999999999,0.0051226647373683945,0.003487773667685176,0.9022226097829361,0.5906264509504127
0.01496,0.005124470094168424,0.0034889554443302863,0.9031341258140223,0.5911496473955709
0.014962,0.005126277273656524,0.0034901382644506288,0.9040452976399096,0.5916699252347498
0.014964,0.005128086275143144,0.0034913221222039434,0.904956124121806,0.592187279424049
0.014966,0.0051298970979364545,0.0034925070117379038,0.9058666041133715,0.5927017049403729
0.014967999999999999,0.005131709741342321,0.003493692927190158,0.9067767364606034,0.5932131967816154
0.014969999999999999,0.005133524204664295,0.00349487986268837,0.9076865200018477,0.5937217499667234
0.014972,0.005135340487203595,0.0034960678123502646,0.9085959535678114,0.5942273595357532
0.014974,0.005137158588259096,0.003497256770283666,0.9095050359815791,0.5947300205499306
0.014976,0.005138978507127311,0.0034984467305865436,0.9104137660586256,0.5952297280917087
0.014978,0.005140800243102376,0.0034996376873470524,0.9113221426068339,0.5957264772648233
0.014979999999999999,0.005142623795476035,0.0035008296346435755,0.9122301644266169,0.5962202631942458
0.014981999999999999,0.005144449163537624,0.003502022566544768,0.9131378303110304,0.5967110810261448
0.014983999999999999,0.005146276346574061,0.0035032164771095988,0.9140451390456071,0.5971989259281226
0.014986,0.005148105343869825,0.0035044113603873925,0.9149520894083486,0.5976837930892963
0.014988,0.005149936154706943,0.003505607210417874,0.9158586801697406,0.598165677720356
0.01499,0.00515176877836498,0.0035068040212312118,0.916764910092769,0.5986445750536209
0.014992,0.005153603214121013,0.0035080017868480604,0.9176707779329376,0.5991204803430966
0.014993999999999999,0.005155439461249627,0.0035092005012796034,0.9185762824382836,0.5995933888645321
0.014995999999999999,0.005157277519022894,0.0035104001585275985,0.9194814223494532,0.6000632959154195
0.014998,0.005159117386710362,0.00351160075258442,0.9203861963998923,0.6005301968148792
0.015,0.005160959063579036,0.003512802277433101,0.9212906033156968,0.6009940869038805
0.015002,0.005162802548893365,0.00351400472704738,0.9221946418155669,0.6014549615453613
0.015004,0.005164647841915232,0.0035152080953917424,0.9230983106108245,0.6019128161242837
0.015005999999999999,0.005166494941903932,0.003516412376421467,0.9240016084054316,0.60236764604769
0.015007999999999999,0.005168343848116163,0.0035176175640826667,0.9249045338960089,0.6028194467447582
0.015009999999999999,0.005170194559806006,0.003518823652312337,0.9258070857718546,0.6032682136668573
0.015012,0.005172047076224917,0.0035200306350383955,0.9267092627149952,0.6037139422875714
0.015014,0.005173901396621705,0.0035212385061797326,0.9276110634004008,0.6041566281025613
0.015016,0.005175757520242525,0.0035224472596462504,0.9285124864958805,0.6045962666297425
0.015018,0.005177615446330858,0.003523656889338909,0.9294135306619995,0.6050328534094392
0.015019999999999999,0.0051794751741275,0.0035248673891497724,0.9303141945520981,0.6054663840044419
0.015021999999999999,0.005181336702870547,0.003526078752962052,0.9312144768123116,0.6058968540000609
0.015024,0.00518320003179538,0.0035272909746501525,0.9321143760815909,0.6063242590041806
0.015026,0.0051850651601346495,0.0035285040480797173,0.9330138909917228,0.6067485946473142
0.015028,0.005186932087118263,0.0035297179671076734,0.9339130201673752,0.607169856582633
0.01503,0.005188800811973372,0.003530932725582276,0.9348117622263168,0.6075880404858254
0.015031999999999998,0.005190671333924353,0.0035321483173431567,0.9357101157793454,0.6080031420552406
0.015033999999999999,0.0051925436521928,0.0035333647362213636,0.9366080794301826,0.6084151570120693
0.015035999999999999,0.0051944177659975065,0.003534581976039412,0.937505651775494,0.6088240811003959
0.015038,0.005196293674554453,0.0035358000306113264,0.938402831404911,0.6092299100872542
0.01504,0.005198171377076793,0.0035370188937426904,0.9392996169010526,0.6096326397626785
0.015042,0.005200050872774835,0.0035382385592306895,0.9401960068395488,0.6100322659397571
0.015044,0.005201932160856034,0.0035394590208641594,0.9410919997890888,0.6104287844546595
0.015045999999999999,0.005203815240524975,0.00354068027242363,0.9419875943116487,0.6108221911664854
0.015047999999999999,0.005205700110983361,0.003541902307681374,0.9428827889624186,0.6112124819574137
0.01505,0.005207586771429998,0.0035431251204014495,0.9437775822896945,0.6115996527328824
0.015052,0.005209475221060782,0.0035443487043397503,0.9446719728349007,0.6119836994216432
0.015054,0.005211365459068685,0.003545573053244051,0.9455659591326135,0.6123646179758117
0.015056,0.005213257484643738,0.003546798160854053,0.9464595397105857,0.6127424043709188
